coach,lob_code,pos_id,client,address,postal_code,province,town,group,last_order,TOTAL_2025,TOTAL_OBJ,TOTAL_YTD1,TOTAL_YTD,AVENE SIN SOLAR_2025,AVENE SIN SOLAR_OBJ,AVENE SIN SOLAR_YTD1,AVENE SIN SOLAR_YTD,AVENE SOLAR_2025,AVENE SOLAR_OBJ,AVENE SOLAR_YTD1,AVENE SOLAR_YTD,DUCRAY_2025,DUCRAY_OBJ,DUCRAY_YTD1,DUCRAY_YTD,A-DERMA_2025,A-DERMA_OBJ,A-DERMA_YTD1,A-DERMA_YTD,DEXERYL_2025,DEXERYL_OBJ,DEXERYL_YTD1,DEXERYL_YTD
ALFONSO MONSÓ MORAN,0007002915,C040431,BALBOA DEL CAMPO ZAIDA,PL IBIZA 14,08031,BARCELONA,BARCELONA,NO GRUPOS,19/06/2026,444,532,297,266,115,138,59,94,17,20,17,16,281,337,204,76,9,11,0,9,22,26,16,72
ALFONSO MONSÓ MORAN,0007003087,C036458,FARMACIA NELYARIS VANESSA BORNEO,CL PARE MANYANET 46,08030,BARCELONA,BARCELONA,NO GRUPOS,12/05/2022,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
ALFONSO MONSÓ MORAN,0007003098,C040988,MOLINA ROMERO JOSEFA,DOLÇA DE PROVENÇA 6,08020,BARCELONA,BARCELONA,NO GRUPOS,07/07/2026,1.166,1.399,1.098,1.718,631,757,573,98,210,252,210,343,318,381,308,616,-15,-18,-15,442,23,27,23,220
ALFONSO MONSÓ MORAN,0007003156,C041186,CASTILLO PUERTOLAS CRISTINA,CL DE PERE IV 210 (FARMACIA),08005,BARCELONA,BARCELONA,NO GRUPOS,23/04/2026,44,53,0,738,10,11,0,53,,,,,34,41,0,474,0,0,0,102,0,0,0,109
ALFONSO MONSÓ MORAN,0007003565,C042763,SUBIAS SOLANAS LAURA,WELLINTONG 27 (FARMACIA),08018,BARCELONA,BARCELONA,NO GRUPOS,20/03/2026,0,0,0,938,0,0,0,0,0,0,0,938,,,,,,,,,,,,
ALFONSO MONSÓ MORAN,0007003570,C042781,PIGNIERI LISON CLAUDIA,JOSEP ANSELM CLAVE 3 (FARMACIA),08002,BARCELONA,BARCELONA,NO GRUPOS,29/04/2026,5.785,6.942,4.807,5.397,1.823,2.187,1.522,541,2.520,3.024,2.520,4.798,887,1.064,408,48,556,668,357,10,,,,
ALFONSO MONSÓ MORAN,0007003605,C042927,LEZANO RAMOS JUANA,SANTA MATILDE 8 (FARMACIA),08031,BARCELONA,BARCELONA,NO GRUPOS,08/06/2026,1.880,2.256,1.880,990,0,0,0,497,1.193,1.432,1.193,351,628,753,628,80,59,71,59,69,0,0,0,-6
ALFONSO MONSÓ MORAN,0007003666,C024195,JUAN TUR JUSTO,CL ROGENT 118 (FARMACIA),08026,BARCELONA,BARCELONA,NO GRUPOS,23/05/2026,2.722,3.266,2.722,69,813,976,813,0,907,1.088,907,16,423,508,423,0,371,445,371,6,207,249,207,48
ALFONSO MONSÓ MORAN,0007003750,C043617,PROMOCIONES HUCARLO SA,CL MUNTANYA 79 (FARMACIA),08026,BARCELONA,BARCELONA,NO GRUPOS,29/05/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALFONSO MONSÓ MORAN,0007004021,C044864,FARMACIA DANTE CB,CL DANTE ALIGHIERI 66 BIS (FARMACIA),08032,BARCELONA,BARCELONA,NO GRUPOS,22/06/2026,4.296,5.155,3.216,3.864,1.481,1.777,1.101,2.669,2.028,2.434,2.028,39,681,817,0,1.044,106,128,87,21,0,0,0,90
ALFONSO MONSÓ MORAN,0007004498,C047566,SUSANA MONTENEGRO TERESA,CR CUBELLES 8 (FCIA),08031,BARCELONA,BARCELONA,NO GRUPOS,11/06/2026,0,0,0,8.093,0,0,0,3.030,0,0,0,2.062,0,0,0,1.579,0,0,0,912,0,0,0,510
ALFONSO MONSÓ MORAN,0007004704,C048490,CERCAVINS GALCERA CB,CL CASP 146 (FCIA),08013,BARCELONA,BARCELONA,NO GRUPOS,02/07/2026,0,0,0,1.362,0,0,0,480,0,0,0,389,0,0,0,358,,,,,0,0,0,136
MARIANA LUCIA MENDOZA,0001000016,C000011,VIDAL CAROU JOSE ANTONIO,CL CAOBA 1 TIENDA 6,08940,BARCELONA,CORNELLA DE LLOBREGAT,NO GRUPOS,06/07/2026,1.473,1.768,282,1.504,502,603,0,334,160,193,160,677,649,779,0,445,-7,-9,0,48,168,202,121,0
MARIANA LUCIA MENDOZA,0001000200,C000213,QUILIS GARCIA Mª DOLORS,CL SANS 234,08028,BARCELONA,BARCELONA,NO GRUPOS,29/06/2026,2.881,3.457,1.959,2.161,1.640,1.968,1.161,1.234,245,294,164,325,525,630,298,389,207,248,173,105,264,317,163,108
MARIANA LUCIA MENDOZA,0001000335,C015100,AYTE DEL OLMO JUAN,TR DE LAS CORTS 287(FARMACIA),08014,BARCELONA,BARCELONA,NO GRUPOS,01/07/2026,19.130,22.956,15.338,14.185,8.920,10.705,6.959,5.538,5.235,6.282,5.144,4.974,3.173,3.808,1.787,2.045,1.097,1.316,1.109,937,705,846,339,690
MARIANA LUCIA MENDOZA,0001000340,C000293,ESPONA MESEGUER NURIA,RB CATALUNYA 1,08007,BARCELONA,BARCELONA,NO GRUPOS,30/06/2026,828,994,82,2.370,760,911,50,207,18,22,0,1.943,39,47,20,164,12,14,12,57,0,0,0,0
MARIANA LUCIA MENDOZA,0001000369,C009649,WINFARMA SL,CL VALLESPIR 13 (FCIA),08014,BARCELONA,BARCELONA,NO GRUPOS,11/03/2026,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
MARIANA LUCIA MENDOZA,0001000369,C022413,WINFARMA SL,CL VALLESPIR 13 (FCIA),08014,BARCELONA,BARCELONA,NO GRUPOS,11/03/2026,2.225,2.670,0,3.545,1.513,1.816,0,106,0,0,0,2.509,347,416,0,358,215,258,0,380,150,180,0,192
MARIANA LUCIA MENDOZA,0001000373,C000311,COSTA CLAVER JOSEFA,TR DE LES CORTS 173,08028,BARCELONA,BARCELONA,NO GRUPOS,23/06/2026,12.012,14.415,9.533,9.130,6.039,7.247,3.835,3.311,3.906,4.688,3.906,4.631,546,655,440,494,1.120,1.345,1.045,575,400,480,307,118
MARIANA LUCIA MENDOZA,0001000392,C004827,GUERRA MASATS MARIA,CL VILLARROEL 201,08036,BARCELONA,BARCELONA,NO GRUPOS,08/07/2026,18.779,22.535,9.515,6.251,8.149,9.779,4.009,3.800,7.707,9.248,3.760,393,1.533,1.840,884,1.105,1.173,1.408,650,734,217,260,211,218
MARIANA LUCIA MENDOZA,0001000395,C000322,MECHSHERYAKOVA POLINA,CL CALABRIA 242 (FCIA),08029,BARCELONA,BARCELONA,NO GRUPOS,03/08/2026,74,89,0,134,27,33,0,30,15,18,0,36,0,0,0,26,31,37,0,11,0,0,0,31
MARIANA LUCIA MENDOZA,0001000395,C031360,MECHSHERYAKOVA POLINA,CL CALABRIA 242 (FCIA),08029,BARCELONA,BARCELONA,NO GRUPOS,03/08/2026,21.183,25.420,16.703,0,9.739,11.686,6.677,0,5.162,6.194,5.304,0,3.237,3.884,2.732,0,1.845,2.214,1.079,0,1.201,1.442,911,0
MARIANA LUCIA MENDOZA,0001000395,C047388,MECHSHERYAKOVA POLINA,CL CALABRIA 242 (FCIA),08029,BARCELONA,BARCELONA,NO GRUPOS,03/08/2026,0,0,0,14.434,0,0,0,4.998,0,0,0,4.477,0,0,0,2.137,0,0,0,2.156,0,0,0,665
MARIANA LUCIA MENDOZA,0001000464,C020368,FINESTRES CAPDEVILA CB,AV SARRIA 52,08029,BARCELONA,BARCELONA,NO GRUPOS,03/03/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
MARIANA LUCIA MENDOZA,0001000472,C016888,FEU SOLER LOLA,CL COMPTE D'URGELL 241 (FARMACIA),08036,BARCELONA,BARCELONA,NO GRUPOS,19/06/2026,16,19,0,51,16,19,0,41,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
MARIANA LUCIA MENDOZA,0001000472,C042800,FEU SOLER LOLA,CL COMPTE D'URGELL 241 (FARMACIA),08036,BARCELONA,BARCELONA,NO GRUPOS,19/06/2026,949,1.139,949,0,745,894,745,0,0,0,0,0,204,245,204,0,,,,,,,,
MARIANA LUCIA MENDOZA,0001000516,C025563,SUBIRA I CLARAMUNT JORDI,CL BARTOMEU PI 26,08014,BARCELONA,BARCELONA,NO GRUPOS,17/07/2026,7.130,8.556,4.112,6.221,3.515,4.218,1.421,1.721,1.389,1.666,1.430,2.169,549,659,253,839,1.195,1.434,649,1.086,482,579,358,405
MARIANA LUCIA MENDOZA,0001000534,C014116,ROCA SERRA MANEL,CL TRAV. DE LES CORTS 194,08028,BARCELONA,BARCELONA,ECOCEUTICS,07/07/2026,12.207,14.649,6.762,6.907,6.270,7.524,2.984,3.764,2.696,3.235,2.667,1.599,1.801,2.161,792,570,935,1.122,240,639,505,606,79,334
MARIANA LUCIA MENDOZA,0001000541,C026812,MIGUEL SALA MIRIAM,AV MADRID 103 (FARMACIA),08028,BARCELONA,BARCELONA,NO GRUPOS,30/06/2026,-129,-155,-143,34,-46,-55,-78,34,-87,-105,-87,0,35,42,23,0,-31,-37,0,0,0,0,0,0
MARIANA LUCIA MENDOZA,0001000541,C046178,MIGUEL SALA MIRIAM,AV MADRID 103 (FARMACIA),08028,BARCELONA,BARCELONA,NO GRUPOS,30/06/2026,5.672,6.807,3.390,7.091,2.927,3.513,1.336,2.674,1.173,1.408,1.173,2.320,1.115,1.338,477,1.100,327,392,273,525,130,156,130,473
MARIANA LUCIA MENDOZA,0001000579,C026372,FELIUBADALO CASTELLET GEMMA,CL REPUBLICA ARGENTINA 60(FARMACIA),08940,BARCELONA,CORNELLA DE LLOBREGAT,NO GRUPOS,13/04/2026,4.022,4.826,2.731,2.944,1.128,1.354,209,1.322,1.074,1.289,1.074,760,446,535,276,591,802,962,716,29,571,686,456,241
MARIANA LUCIA MENDOZA,0001000582,C014312,SANCHEZ DARDIÑA ANNA MARIA,CL BONESTAR 39,08940,BARCELONA,CORNELLA DE LLOBREGAT,NO GRUPOS,21/07/2026,94,113,94,42,14,17,14,0,,,,,59,71,59,30,12,15,12,0,8,10,8,12
MARIANA LUCIA MENDOZA,0001000582,C030248,SANCHEZ DARDIÑA ANNA MARIA,CL BONESTAR 39,08940,BARCELONA,CORNELLA DE LLOBREGAT,NO GRUPOS,21/07/2026,2.394,2.873,1.775,1.347,41,49,41,119,,,,,471,565,250,521,1.573,1.888,1.329,583,309,370,155,124
MARIANA LUCIA MENDOZA,0001000644,C022663,FARMACIA MORATO CB,"CL FEDERICO SOLER, 73",08940,BARCELONA,CORNELLA DE LLOBREGAT,NO GRUPOS,06/07/2026,6.153,7.384,3.678,4.172,3.960,4.752,1.697,619,625,750,625,1.994,817,981,753,896,537,644,477,544,214,257,125,120
MARIANA LUCIA MENDOZA,0001000652,C000443,GELABERT I CAMPRUBI RAMON,CL RUBIO I ORS 128,08940,BARCELONA,CORNELLA DE LLOBREGAT,BOTICINAL,22/06/2026,23.576,28.291,18.825,23.115,7.327,8.793,4.319,7.864,8.564,10.276,8.538,9.312,3.814,4.577,2.589,2.498,3.070,3.684,2.788,2.419,801,961,592,1.023
MARIANA LUCIA MENDOZA,0001000652,C006977,GELABERT I CAMPRUBI RAMON,CL RUBIO I ORS 128,08940,BARCELONA,CORNELLA DE LLOBREGAT,BOTICINAL,22/06/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIANA LUCIA MENDOZA,0001000953,C001783,VERANO FIGUERAS MARTA,CL ANGEL GIMERA 130,08950,BARCELONA,ESPLUGUES DE LLOBREGAT,NO GRUPOS,03/12/2025,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
MARIANA LUCIA MENDOZA,0001000953,C006369,VERANO FIGUERAS MARTA,CL ANGEL GIMERA 130,08950,BARCELONA,ESPLUGUES DE LLOBREGAT,NO GRUPOS,03/12/2025,238,285,0,0,238,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIANA LUCIA MENDOZA,0001001068,C014882,RIVES ISABELLE MARIE THERESE,CL SEPULVEDA 170(FARMACIA),08011,BARCELONA,BARCELONA,NO GRUPOS,31/07/2026,484,581,0,2.441,329,395,0,802,0,0,0,1.196,85,102,0,410,70,84,0,33,,,,
MARIANA LUCIA MENDOZA,0001001138,C022129,FARRAN BRIERA GEORGINA,CL CONSTITUCIO 50,08014,BARCELONA,BARCELONA,NO GRUPOS,16/06/2026,3.276,3.931,1.330,2.966,1.133,1.360,161,685,16,20,0,1.264,1.206,1.448,435,587,608,730,385,430,312,375,349,0
MARIANA LUCIA MENDOZA,0001001207,C000695,VIVES PAL CARMEN,CL MUNTANER 147,08036,BARCELONA,BARCELONA,NO GRUPOS,17/11/2025,284,340,0,0,162,195,0,0,0,0,0,0,85,102,0,0,,,,,36,43,0,0
MARIANA LUCIA MENDOZA,0001001677,C000890,MARTINEZ VAYA JUAN CARLOS,CL GRAN VIA 560,08011,BARCELONA,BARCELONA,NO GRUPOS,15/05/2026,2.469,2.963,0,5.236,1.236,1.484,0,1.290,0,0,0,2.195,914,1.097,0,750,184,221,0,901,135,162,0,101
MARIANA LUCIA MENDOZA,0001001726,C015193,SANFELIU SOTO ENRIC,RB JUSTO OLIVERAS 44,08901,BARCELONA,"HOSPITALET DE LLOBREGAT,L'",NO GRUPOS,02/07/2026,6.930,8.316,5.329,7.927,3.729,4.475,2.359,1.999,914,1.097,947,3.618,1.001,1.201,822,823,868,1.042,809,1.059,417,501,392,428
MARIANA LUCIA MENDOZA,0001002181,C013042,MOMOGINKGO SL,C DIPUTACIO 336 (FARMACIA),08009,BARCELONA,BARCELONA,NO GRUPOS,26/02/2026,0,0,0,-21,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0
MARIANA LUCIA MENDOZA,0001002181,C043084,MOMOGINKGO SL,C DIPUTACIO 336 (FARMACIA),08009,BARCELONA,BARCELONA,NO GRUPOS,26/02/2026,711,853,573,0,492,590,424,0,-83,-100,0,0,195,234,114,0,-7,-9,0,0,115,138,35,0
MARIANA LUCIA MENDOZA,0001002437,C001269,ESQUERRA AMARGOS CONCEPCION,CL LLUÇA 22,08028,BARCELONA,BARCELONA,NO GRUPOS,29/04/2026,2.012,2.414,0,576,1.214,1.457,0,103,,,,,347,416,0,178,115,138,0,0,336,403,0,295
MARIANA LUCIA MENDOZA,0001002447,C001273,LLAMBI MATEOS FRANCISCO,CL PROVENÇA 71,08029,BARCELONA,BARCELONA,NO GRUPOS,04/06/2026,8.918,10.702,6.318,5.559,5.044,6.053,2.843,2.540,1.258,1.509,1.229,1.287,1.812,2.174,1.652,1.088,441,529,400,643,364,436,194,0
MARIANA LUCIA MENDOZA,0001002451,C020751,BAGARIA DE CASANOVA GUILLERMO,CL INGENIERO MONCUNILL 48 (FCIA),08905,BARCELONA,"HOSPITALET DE LLOBREGAT,L'",NO GRUPOS,26/06/2026,4.722,5.667,3.664,292,1.549,1.859,889,152,2.584,3.101,2.493,5,192,230,119,80,146,176,11,47,251,301,151,7
MARIANA LUCIA MENDOZA,0001002451,C046827,BAGARIA DE CASANOVA GUILLERMO,CL INGENIERO MONCUNILL 48 (FCIA),08905,BARCELONA,"HOSPITALET DE LLOBREGAT,L'",NO GRUPOS,26/06/2026,1.042,1.251,0,4.193,1.049,1.259,0,812,-7,-8,0,2.700,0,0,0,369,0,0,0,129,0,0,0,184
MARIANA LUCIA MENDOZA,0001002715,C021297,PARIS GIBERT SILVIA,CL CASANOVA 165,08036,BARCELONA,BARCELONA,NO GRUPOS,22/06/2026,760,913,378,391,462,554,253,122,111,133,29,117,113,136,40,59,66,79,56,56,9,11,0,36
MARIANA LUCIA MENDOZA,0001002715,C037900,PARIS GIBERT SILVIA,CL CASANOVA 165,08036,BARCELONA,BARCELONA,NO GRUPOS,22/06/2026,6.557,7.868,4.149,6.807,3.997,4.797,2.423,2.434,869,1.042,869,2.834,1.093,1.312,498,861,229,275,157,506,368,442,202,172
MARIANA LUCIA MENDOZA,0001002775,C025670,SOUKAINA MIKDAR ABBANA BENNANI,CL CREU COBERTA 71 (FCIA),08014,BARCELONA,BARCELONA,NO GRUPOS,22/07/2026,0,0,0,18,,,,,,,,,0,0,0,0,0,0,0,8,0,0,0,10
MARIANA LUCIA MENDOZA,0001002775,C042881,SOUKAINA MIKDAR ABBANA BENNANI,CL CREU COBERTA 71 (FCIA),08014,BARCELONA,BARCELONA,NO GRUPOS,22/07/2026,5.082,6.099,2.845,1.187,2.022,2.426,673,331,1.688,2.026,1.651,856,642,770,163,0,401,481,263,0,330,396,96,0
MARIANA LUCIA MENDOZA,0001002775,C048145,SOUKAINA MIKDAR ABBANA BENNANI,CL CREU COBERTA 71 (FCIA),08014,BARCELONA,BARCELONA,NO GRUPOS,22/07/2026,0,0,0,2.882,0,0,0,664,0,0,0,1.229,0,0,0,543,0,0,0,445,,,,
MARIANA LUCIA MENDOZA,0001002895,C022864,BARELLA SISCART EULALIA,RB CATALUNYA 77 (FCIA),08007,BARCELONA,BARCELONA,NO GRUPOS,27/07/2026,288,346,212,21,91,109,78,0,0,0,0,0,79,94,78,0,45,54,11,21,74,88,45,0
MARIANA LUCIA MENDOZA,0001002895,C027581,BARELLA SISCART EULALIA,RB CATALUNYA 77 (FCIA),08007,BARCELONA,BARCELONA,NO GRUPOS,27/07/2026,8.674,10.408,7.009,0,6.384,7.661,4.730,0,2.290,2.747,2.279,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIANA LUCIA MENDOZA,0001002895,C047508,BARELLA SISCART EULALIA,RB CATALUNYA 77 (FCIA),08007,BARCELONA,BARCELONA,NO GRUPOS,27/07/2026,0,0,0,6.477,0,0,0,3.662,0,0,0,2.056,0,0,0,487,0,0,0,117,0,0,0,155
MARIANA LUCIA MENDOZA,0001003010,C021728,FARMACIA OLLER I DOLCET CB,PA CONCORDIA Nº3,08014,BARCELONA,BARCELONA,NO GRUPOS,29/06/2026,3.896,4.676,2.226,3.177,789,947,497,713,0,0,0,0,1.448,1.738,740,1.276,1.525,1.830,925,1.128,135,161,63,60
MARIANA LUCIA MENDOZA,0001003017,C033532,DE MEDRANO TIANA SOFIA,CL NORD 64,08950,BARCELONA,ESPLUGUES DE LLOBREGAT,NO GRUPOS,19/06/2026,0,0,0,-51,,,,,0,0,0,-51,,,,,,,,,,,,
MARIANA LUCIA MENDOZA,0001003062,C001516,PIFARRE TORRA JUAN RAMON,CL VALLESPIR 45 (FARMACIA),08014,BARCELONA,BARCELONA,NO GRUPOS,06/07/2026,4.642,5.570,2.379,2.276,1.928,2.314,914,322,820,983,820,1.409,1.292,1.550,507,262,364,437,89,320,238,286,50,-37
MARIANA LUCIA MENDOZA,0001003075,C016128,MARTA DERMOPHARMA S.L.,CL PARETO 39,08902,BARCELONA,"HOSPITALET DE LLOBREGAT,L'",NO GRUPOS,29/07/2026,5.676,6.811,4.289,7.170,299,359,290,308,,,,,2.015,2.417,1.488,2.912,3.115,3.738,2.291,3.565,247,297,220,385
MARIANA LUCIA MENDOZA,0001003163,C001556,BURDEUR REVERTER CRISTINA,CR DE ESPLUGUES 32,08940,BARCELONA,CORNELLA DE LLOBREGAT,NO GRUPOS,25/05/2022,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
MARIANA LUCIA MENDOZA,0001003324,C001652,URIACH ANTON MARIA,CL SABINO DE ARANA 18 (FCIA),08028,BARCELONA,BARCELONA,NO GRUPOS,27/07/2026,6.989,8.387,6.936,1.080,3.097,3.717,3.059,387,2.536,3.043,2.519,0,436,523,427,264,839,1.006,848,374,82,98,82,55
MARIANA LUCIA MENDOZA,0001003324,C015275,URIACH ANTON MARIA,CL SABINO DE ARANA 18 (FCIA),08028,BARCELONA,BARCELONA,NO GRUPOS,27/07/2026,230,276,230,0,0,0,0,0,0,0,0,0,0,0,0,0,230,276,230,0,0,0,0,0
MARIANA LUCIA MENDOZA,0001003324,C046436,URIACH ANTON MARIA,CL SABINO DE ARANA 18 (FCIA),08028,BARCELONA,BARCELONA,NO GRUPOS,27/07/2026,7.123,8.548,2.005,10.498,4.130,4.956,948,2.759,802,962,370,4.558,632,758,120,762,1.447,1.736,491,2.194,113,135,76,225
MARIANA LUCIA MENDOZA,0001003444,C004544,SIMON BONILLO JOSE MIGUEL,CL BELCHITE 13 15 (FARMACIA),08906,BARCELONA,"HOSPITALET DE LLOBREGAT,L'",NO GRUPOS,18/06/2026,4.264,5.117,4.264,0,1.037,1.245,1.037,0,2.136,2.564,2.136,0,545,654,545,0,457,548,457,0,89,107,89,0
MARIANA LUCIA MENDOZA,0001003444,C046289,SIMON BONILLO JOSE MIGUEL,CL BELCHITE 13 15 (FARMACIA),08906,BARCELONA,"HOSPITALET DE LLOBREGAT,L'",NO GRUPOS,18/06/2026,4.788,5.746,2.460,5.773,1.833,2.200,849,1.922,375,450,445,1.323,1.139,1.367,575,1.600,819,983,449,687,622,746,141,241
MARIANA LUCIA MENDOZA,0001003483,C012831,ALONSO RAMOS EVA,CL OLZINELLES 21 (FARMACIA),08014,BARCELONA,BARCELONA,NO GRUPOS,07/11/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIANA LUCIA MENDOZA,0001003534,C001781,MONTSE GISPERT-ESTHER RIAZA CB,COMANDANT BENITEZ 30,08028,BARCELONA,BARCELONA,NO GRUPOS,29/06/2026,79,95,57,0,79,95,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIANA LUCIA MENDOZA,0001003534,C022505,MONTSE GISPERT-ESTHER RIAZA CB,COMANDANT BENITEZ 30,08028,BARCELONA,BARCELONA,NO GRUPOS,29/06/2026,1.687,2.024,0,2.832,1.258,1.509,0,728,0,0,0,1.485,127,152,0,457,190,228,0,117,112,134,0,46
MARIANA LUCIA MENDOZA,0001003542,C001787,ALAMOS LOPEZ Mª PILAR,CL DR  MARTI I JULIA 177,08903,BARCELONA,"HOSPITALET DE LLOBREGAT,L'",NO GRUPOS,17/07/2026,4.583,5.500,2.146,3.553,1.772,2.127,516,564,977,1.172,977,2.140,1.172,1.406,253,427,489,586,376,298,174,208,25,125
MARIANA LUCIA MENDOZA,0001003572,C001809,BERTRAN CAMACHO C B,CL PROGRESO 85,08903,BARCELONA,"HOSPITALET DE LLOBREGAT,L'",NO GRUPOS,23/06/2026,6,8,6,25,0,0,0,0,0,0,0,0,,,,,0,0,0,14,6,8,6,11
MARIANA LUCIA MENDOZA,0001003763,C022467,CASASUS DURAN JORDI,CR SANT JOSEP 85 (FARMACIA),08340,BARCELONA,VILASSAR DE MAR,NO GRUPOS,23/07/2026,17.260,20.712,12.545,10.762,7.440,8.928,4.509,2.370,6.054,7.265,5.451,6.304,1.564,1.876,881,779,1.568,1.882,1.378,598,634,761,326,710
MARIANA LUCIA MENDOZA,0001004078,C002072,VENTURA RAMOS MARIA LUCIA,CL VILADOMAT 198,08029,BARCELONA,BARCELONA,NO GRUPOS,16/04/2026,11,13,11,15,0,0,0,15,0,0,0,0,11,13,11,0,,,,,0,0,0,0
MARIANA LUCIA MENDOZA,0001004078,C043794,VENTURA RAMOS MARIA LUCIA,CL VILADOMAT 198,08029,BARCELONA,BARCELONA,NO GRUPOS,16/04/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
MARIANA LUCIA MENDOZA,0001004191,C046320,MARZIA MANZO,CL ARIBAU 18 (FARMACIA),08011,BARCELONA,BARCELONA,NO GRUPOS,15/07/2026,1.994,2.393,0,1.964,1.745,2.094,0,839,,,,,237,284,0,1.073,0,0,0,26,12,14,0,27
MARIANA LUCIA MENDOZA,0001004214,C002153,RUIZ MORENO ERIKA,CL GRAN VIA CARLES III 103 (FCIA),08028,BARCELONA,BARCELONA,NO GRUPOS,01/07/2026,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
MARIANA LUCIA MENDOZA,0001004214,C047173,RUIZ MORENO ERIKA,CL GRAN VIA CARLES III 103 (FCIA),08028,BARCELONA,BARCELONA,NO GRUPOS,01/07/2026,118,142,0,2.729,38,46,0,737,0,0,0,1.685,56,68,0,210,,,,,24,28,0,97
MARIANA LUCIA MENDOZA,0001004269,C002199,DEU ROSELLO ANAIS,CL ANTONI GAUDI 4 (FARMACIA),08970,BARCELONA,SANT JOAN DESPI,NO GRUPOS,13/07/2026,317,380,227,251,119,143,42,138,38,45,38,32,74,88,74,43,86,103,74,7,0,0,0,30
MARIANA LUCIA MENDOZA,0001004269,C025623,DEU ROSELLO ANAIS,CL ANTONI GAUDI 4 (FARMACIA),08970,BARCELONA,SANT JOAN DESPI,NO GRUPOS,13/07/2026,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
MARIANA LUCIA MENDOZA,0001004269,C030850,DEU ROSELLO ANAIS,CL ANTONI GAUDI 4 (FARMACIA),08970,BARCELONA,SANT JOAN DESPI,NO GRUPOS,13/07/2026,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,
MARIANA LUCIA MENDOZA,0001004269,C037385,DEU ROSELLO ANAIS,CL ANTONI GAUDI 4 (FARMACIA),08970,BARCELONA,SANT JOAN DESPI,NO GRUPOS,13/07/2026,3.703,4.444,3.177,3.689,378,454,378,987,,,,,719,863,627,954,2.537,3.045,2.104,1.682,68,82,68,66
MARIANA LUCIA MENDOZA,0001004618,C002431,MARTI MAS CARME,CL J. TARRADELLAS 107,08905,BARCELONA,"HOSPITALET DE LLOBREGAT,L'",NO GRUPOS,28/07/2026,8.813,10.576,5.307,4.927,1.386,1.663,365,413,5.253,6.304,3.339,1.893,1.062,1.274,700,1.376,1.018,1.222,804,848,94,113,99,397
MARIANA LUCIA MENDOZA,0001004688,C004552,CORAL VIGOUROUX NINA,CL TORRENT DEL NEGRE 10,08970,BARCELONA,SANT JOAN DESPI,ECOCEUTICS,22/06/2026,7.331,8.797,4.461,5.542,3.127,3.752,1.659,1.984,1.939,2.327,1.920,2.005,1.334,1.601,461,906,734,881,363,615,197,236,58,33
MARIANA LUCIA MENDOZA,0001004767,C013789,MASSAGUE SOLE ROSA MARIA,CL SANT JOAN 2,08901,BARCELONA,"HOSPITALET DE LLOBREGAT,L'",NO GRUPOS,28/02/2023,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0
MARIANA LUCIA MENDOZA,0001004870,C004281,LOPEZ FORMENT SALVADOR,CL GERONA 90 (FARMACIA),08009,BARCELONA,BARCELONA,NO GRUPOS,13/07/2026,0,0,0,10,0,0,0,10,,,,,,,,,,,,,,,,
MARIANA LUCIA MENDOZA,0001004870,C033354,LOPEZ FORMENT SALVADOR,CL GERONA 90 (FARMACIA),08009,BARCELONA,BARCELONA,NO GRUPOS,13/07/2026,6.675,8.010,5.341,4.515,3.818,4.581,2.915,1.587,765,918,824,956,1.229,1.474,1.008,900,276,331,276,808,587,704,318,265
MARIANA LUCIA MENDOZA,0001004956,C012623,DE VILLARRUBIA GOULA ESTEL,CL SANTA EULALIA 42 (FARMACIA),08902,BARCELONA,"HOSPITALET DE LLOBREGAT,L'",NO GRUPOS,26/06/2026,4.670,5.604,2.871,4.334,1.511,1.813,280,650,2.212,2.654,2.196,2.995,833,1.000,354,579,80,96,25,62,33,40,16,47
